tweetID,retweet_count,favorite_count
2056062,6891,11606
3119876,8424,9020
3517441,4609,5791
4970795,5262,9595
1239223,6839,10559
1492638,9808,13119
4734604,2263,7030
9094225,1569,4910
7395035,2027,2843
4815839,6968,10905
3019325,389,1661
8937867,1797,5356
2809479,7812,12124
5891296,2120,3008
7388889,4958,6211
4215542,5534,9511
8095233,7646,8787
2586561,9679,13509
8999007,9637,13927
1154756,3368,7747
7425215,7802,8615
3530236,5435,5439
3515896,553,3710
7190553,1912,3083
3552242,4358,4996
1763743,9315,12086
9637627,2073,4700
3535375,5584,8091
2723112,7713,9531
4463381,267,3137
5727126,6627,9274
2427516,5076,5705
1624383,219,1695
8384007,9778,11801
6355329,1297,6201
2286722,6362,6548
1625528,9701,10324
4777769,1600,2239
3607052,8322,9158
1986474,4564,6490
8506417,3265,4161
1779492,4638,6551
5269984,9479,11066
3553771,5825,6977
9138358,4955,6773
3873791,60,4618
4799968,6694,10372
7694482,6355,8472
9573919,3889,4311
8261131,6469,9356
5837807,8240,12790
8455161,8657,12471
6913533,1834,1845
3733888,1751,6366
1744270,9284,13060
1880973,9492,12773
4864096,1431,5828
3867329,9774,14532
2604650,6035,10767
1663737,5641,7447
5839126,7579,11433
2244582,2244,4797
8592701,8796,10019
1223211,8446,9754
7587617,3018,7527
8359236,363,994
1682518,9175,11533
9162153,5196,6584
9981501,4071,6699
1091157,5430,8269
7941607,4785,8308
6909501,4771,8342
1724862,8343,10155
2153990,4096,4216
6060363,7507,9721
5757215,6524,7926
9791586,1072,5479
5393202,8410,10873
7315747,6629,10360
6413331,275,1418
4797429,2147,2612
1161450,5607,7433
8762234,2747,3501
1003453,3816,4020
8044071,566,3532
2156991,3417,6825
7208169,4906,5672
6320378,3647,7097
5677658,887,1272
6227068,4078,8619
5778531,8207,9919
8933599,7057,10437
9732213,498,2041
6034982,6760,10903
8448362,641,1155
4782374,4549,6921
2847100,8742,9361
8097998,8564,13492
7491807,8978,12018
6917424,5867,9498
1585988,7452,8070
2281043,2898,6409
5768072,8316,12682
2953444,7771,8734
9172665,1150,5074
3057179,3033,6476
4355473,5749,7294
6343682,6036,10723
6926684,2210,2849
7911389,900,3054
3739248,8407,11465
6197079,918,4514
4006764,7271,9907
8924371,2886,7652
2399228,4350,5632
2587040,8668,10651
3881238,1857,4222
8837948,7959,12205
9009939,9831,14548
6797873,304,672
1108756,7644,10808
3258853,5288,6222
8596960,1884,5513
2326300,5945,6456
9291234,1743,2180
1967401,9975,10747
5945027,8097,12984
1277726,3157,5754
2644345,5756,8423
5611813,9670,10099
4953497,7198,7402
2388147,4008,7584
3544161,1130,1894
9464372,5737,8248
8658941,1522,5668
2064961,9262,11231
6991924,7505,10235
7783460,5806,9122
6257649,1180,5696
8328714,1795,5934
6931620,9178,13558
5264443,6253,7186
8708155,7514,9353
2344175,9701,11761
2850416,2338,6795
8802179,9263,10009
9280577,2789,6783
6148252,5273,6547
9120016,3077,7267
8434858,6074,10643
4462736,4670,6272
8916865,8127,9020
3538617,5240,10104
3459554,581,4708
6234985,3409,6428
9351579,356,3817
2288717,5206,7824
7312123,9818,14175
6036103,5361,7680
8317564,9928,11094
7585961,1523,5289
9628430,2961,7362
9731772,6077,8199
8444674,4276,6839
5887007,9578,10955
8398981,6270,9646
4130472,8254,8851
1595345,2405,5410
1719611,9409,11050
5442973,7106,11587
8343240,4505,5530
4811330,4292,7570
5189876,3320,7196
8841713,8441,11563
1335102,9893,10618
6223224,4972,6553
4288678,7249,8839
5132413,2226,3181
5384680,5961,7778
3092437,96,3155
3769389,8504,12235
4085584,3755,5253
3273941,2493,6785
1316613,4933,6740
5834169,5916,9935
2485195,734,887
7427778,6093,11082
3251787,4295,5942
4287253,3291,4866
4882654,1630,4198
2371816,3791,3971
1207610,723,3929
4732810,8401,10948
7049548,783,2396
8842261,9510,10314
3722736,5896,7741
3594154,6791,7228
9605222,9402,11262
5255935,679,972
3085884,5000,9481
9850629,2601,7515
5277627,1875,5193
9709279,4704,6435
9636596,2999,6964
3306981,3837,6575
3844902,8505,9496
9292552,5697,10441
4160275,4508,7035
1248629,1977,4471
2876771,2241,3845
2806700,9394,9724
8200466,737,2641
5946459,4140,8617
7987672,3660,8424
1554361,9491,14382
1512134,4237,6264
5154835,1650,4131
4820322,37,3347
8853952,3936,8621
5295488,6327,9601
4388472,303,3557
6096112,670,1615
8193553,9824,14699
5132711,6312,9294
9591695,7035,7620
8336632,5159,9644
8810435,5999,9225
6977037,9616,11678
4772800,3773,7339
5240597,1497,6336
2428712,2423,4225
5459474,5351,7076
9774578,2974,5090
3008094,4575,8418
3797000,9035,12962
6383548,4659,4714
3920820,8367,12981
1238313,2351,2512
7612436,2250,4717
9607358,5200,7018
7304866,1413,1701
6107477,7094,8614
9384102,6530,11295
7746873,6914,8973
7570502,3180,4373
9538324,3289,8144
9997039,9351,13041
9263057,8906,9950
5434698,1702,4160
5028154,5920,10188
6484038,3044,3415
5934399,3482,5675
2265811,1714,4850
8137251,8131,12495
9534645,9065,13706
4447532,6746,8765
6130225,2534,6970
2864479,5559,6054
4692977,7981,10027
3207039,8858,12693
7810962,2406,7205
2678531,6236,9609
8772346,9625,12396
6651844,3927,5828
5518754,206,2723
6078631,7840,7975
2747458,3381,5015
3312980,6536,6955
9729329,6780,10724
5586229,5602,9319
5525161,5036,9040
7271329,9397,11326
2508286,8262,12825
4035594,1479,3123
7122119,768,862
7287541,6230,7777
6967175,2522,7376
3449941,3063,4427
7188118,5836,7216
9363644,1259,2329
2637636,4445,5856
4537645,5106,7430
2487850,645,2343
9581781,4498,4694
8505927,6511,7063
7022976,4820,8579
3446721,663,1550
3200998,9399,13087
5359587,3928,4980
3536404,7060,7268
4488610,7569,10742
4478335,7621,9754
1659622,693,1056
7531014,5883,6947
6150142,1144,1744
5144866,2230,3280
9188317,6445,9596
4162240,4842,9763
7790754,8841,9410
5942243,3913,4325
9111172,8415,11384
3553759,9881,14582
6980391,8977,12612
3837555,9043,9336
4030523,2315,4671
2407687,6410,6412
3393225,3077,5660
8571525,2381,6527
2397477,1948,6390
8120225,3444,7854
2044496,2008,2572
5025213,203,4135
5544328,595,2034
7882826,1498,3512
6123321,6551,9182
6690917,5391,8839
4778184,6699,8240
5925732,5438,6957
4911709,5836,6904
4282419,9815,10082
6139535,7672,12125
1794059,7409,11627
8091549,9886,11599
8127728,792,5161
2149533,306,3847
3364468,5606,10286
8429152,2561,4565
7297643,8229,8264
4396492,721,2962
4448468,6417,8240
9525630,4363,7906
3815477,9701,12426
7548900,6742,11245
3821444,625,1106
5743921,6620,9535
2725910,6289,8580
4825131,8463,12324
6528913,6143,8515
1241306,2445,3326
2420603,1663,2017
9238965,3570,7755
6723767,6262,6871
6904020,95,768
2388768,1170,4326
8332181,2032,6980
7390747,9592,10764
5583290,5843,7477
6470854,107,4163
1259994,3772,7458
4984499,2677,5578
8757770,283,1768
6296404,6061,7319
2577188,922,4981
5975547,1955,3503
9363311,5644,9736
7759352,4817,8546
4199961,2172,2548
3207575,3677,5828
4387503,1887,2655
9484327,2078,4379
4129744,9139,9218
6277746,732,4002
5665214,5686,5816
2849650,156,2406
1370909,2592,5428
5278681,4823,5154
5376087,1740,4021
6453799,6657,8094
3879905,4367,5048
9984066,858,940
8555698,8417,11495
2144956,2548,2636
9647016,5193,6346
1854474,2271,4289
8813032,8839,12488
3450555,9562,11586
1258861,1041,5383
8195698,7302,9572
7156834,8102,10162
4369819,2386,6199
6431650,5771,10754
3043767,4637,7369
9116520,6136,8641
1212753,6109,10612
6289628,9979,13229
9108070,6570,7303
2087780,3842,8763
4374022,2523,6978
4466320,1805,2978
9325445,8871,12206
2929620,7093,12030
4012077,781,5262
5059265,1159,4643
7160995,5006,9626
3062216,4590,6019
6198883,1501,1591
1218519,9759,9838
9179485,3372,8059
1149382,26,2669
9029844,3855,7759
4474809,524,2199
1983180,6552,10124
7234515,5187,9077
7305079,4583,8298
6851983,485,3417
9158978,1766,5429
2742640,4650,6598
2027844,6099,10268
2501739,1692,4277
5981851,274,2322
8514568,4962,9244
6931842,4423,4948
7595205,5735,6149
4222249,377,441
1637619,6935,10139
4418967,3980,7772
8281072,5782,5885
9858998,1290,4061
1128260,9834,12587
1890715,7209,9848
8787884,788,2023
5418190,4817,8419
1628177,2997,5161
2543786,5172,9750
2674079,7851,11494
8233801,8777,10259
7069558,9323,9590
6429118,329,2244
7124869,154,4854
4395328,2582,6557
9097170,5213,8698
7816132,3272,3801
5225989,2350,3190
1733549,6872,8586
9939554,8077,10942
5639045,6259,8917
2234622,5879,6641
2666299,664,2017
5108308,6345,10831
3728650,3533,6953
8057990,5563,10382
6556716,5520,9002
2795522,37,4310
7991648,5334,7053
5154373,1087,1405
5557755,7884,9072
8821519,560,3180
1447116,7046,8566
8179464,2856,4691
1783187,9130,9243
3996565,6496,11228
6929486,2349,2916
1282494,3042,6772
1518511,1363,4527
9324653,5443,8722
2463629,8309,11651
7167641,2807,3958
3187524,9563,14031
3774044,8567,9175
6875370,344,1377
2391300,7854,9409
1090990,9163,13802
2875774,3626,4001
2292131,3234,7438
7074510,527,865
2980186,6022,6521
9727753,7381,8876
3613304,7188,8872
3530454,3105,5258
4868539,6751,11046
8553522,8981,13505
2429552,9946,12322
6296829,5674,10047
3823848,7847,9509
1553173,3192,7316
9662513,5413,7482
1283692,4447,7791
1453455,4595,6627
1682282,2195,5221
2185564,4779,6249
9874219,5371,6460
7356126,2417,4332
2045277,2951,3534
4048943,3433,6591
4678378,2389,7190
7633057,2432,6529
7122021,2502,6476
1975237,171,2231
7527280,7511,8643
1777600,5110,8314
6487370,3569,3848
7465929,2170,5383
2153247,5699,6047
8292477,4667,7039
9404763,1396,3243
5634744,3343,3849
8752732,8767,12882
1746757,6024,6905
7968933,2469,7251
7523044,2562,5456
6697640,516,823
2557267,545,4581
1062360,6235,7564
4389216,7033,8924
3732392,210,882
9332918,27,4181
4623191,8951,12508
5240867,2926,3082
2998415,1752,1981
7115465,2311,5414
8209686,2709,6133
1795998,2288,2576
9668734,5937,8302
5700958,7865,8417
4102791,8485,10626
6579327,5921,9600
4174140,5893,6965
3071566,3737,4905
5009355,295,2781
7612223,6872,9795
7378679,8872,12788
4835201,8754,8882
1316499,5201,7241
1754024,1002,3037
8126318,9028,12378
4578491,3177,5670
9501204,7489,9729
2501372,2010,6271
8496211,4821,7285
6678874,3202,8157
6089507,723,2946
7431019,4020,8851
3609957,782,1308
6586466,5837,5882
1623366,5941,9686
9174203,5257,5593
6004000,8155,8844
7287600,2963,6465
4329939,4316,6248
1405911,9970,11682
1317877,363,4148
7660408,5388,9654
4290311,4736,8190
7098141,3963,7796
3246177,2562,3870
7608448,7542,11744
5499974,3232,6793
3757523,3525,8039
1483018,4438,6067
4324449,493,1081
4646089,9320,9503
8191304,2670,3658
5974574,3926,8587
8214147,3857,5947
6323186,2681,3882
1963965,2686,4119
5739063,6389,11122
9849548,9252,11916
5811283,7256,10063
4500368,7105,11521
4741761,8074,10477
9123648,331,4626
4845200,5674,7511
5748108,3600,3872
2246797,2242,3628
6248835,8395,13347
2017255,7138,10099
2427071,9260,11520
7106660,862,3555
5948012,151,4272
3131197,254,3109
7729849,9424,10876
5042088,9861,10689
6120621,7123,11480
5866483,7605,8755
2692027,1588,5768
2557315,4423,8104
8519714,9011,11432
6147639,5374,5836
4875007,1332,6044
8843349,9297,12226
2778872,3374,8355
6361282,2771,3259
6726223,7578,10373
4556586,6261,7797
8351743,315,1243
9191592,5462,7929
4424782,4699,9059
1354839,447,1014
6650878,9859,14303
6991159,7786,9256
7004153,5305,8181
4321665,9695,13214
7275667,6417,8589
8248473,90,1910
2120584,4609,5133
8228192,5281,8349
5560293,4166,4813
8183697,4600,5142
2285502,2191,4275
3385790,4149,6325
4683645,2447,5381
2700738,7904,10385
3690007,9262,9344
5983642,195,5059
9364369,6515,9458
1387808,4089,7716
6707420,6634,10339
2037742,5070,9216
6034613,4431,8211
7333798,8626,9878
3637971,8696,11992
2442748,8819,10852
2245712,3901,6869
1394176,339,4548
4789357,7496,8454
3177647,4070,4344
4856422,4706,9160
1398972,6163,9298
9133164,3593,7044
4358659,2136,6804
5596086,7156,11119
6898413,8123,11490
1414305,3036,4243
2850809,9150,14105
2241453,8887,13297
5716764,3526,4213
7660211,955,2035
4416242,5966,6875
6247735,1864,5422
5499778,6895,8084
5810933,9385,12748
7396615,406,5107
4295181,7369,8738
2751518,4378,5824
7481097,8047,11682
7180541,3750,6781
5299295,1880,5414
7255917,9061,11231
7186138,2681,4971
3478209,9101,10831
5169541,2560,2633
2562805,6422,8773
9454276,5055,7819
3716567,4996,8557
9583595,4103,6827
5599779,2061,6401
4138414,1830,6618
7684604,6150,9551
3940142,7348,10737
1736473,1511,2885
8328660,3930,8406
6807857,7024,9190
9295088,5625,5943
9958052,5359,9315
9054950,8965,13527
8678591,1153,3090
8012619,4081,5177
3588402,9366,12514
8320732,9172,13483
6218873,8600,10698
9513799,7107,10929
3850469,3358,6806
6873398,5783,6509
8457753,1749,6262
6409383,2779,5449
3694662,5170,8367
6129106,9668,13777
4934879,3048,3526
1340829,6627,10293
1689595,3011,7763
1515482,4825,7731
6344543,6731,11374
4569595,6751,11008
4775733,3624,3660
8404213,9204,12109
9061385,6419,9216
4265866,6115,9170
4252870,7337,8722
9171043,7879,7945
4628912,5072,7308
3367584,9886,11646
6515636,1904,5794
2243156,5416,6940
2638877,8879,13763
9809297,883,3203
1296003,4115,6299
7493947,6972,9604
6753305,5937,7660
1863485,2051,4165
8882276,6878,9031
8903194,9630,13798
1339851,1433,5377
9110651,9266,10342
7629320,2202,5320
2294223,7427,11852
7562963,127,1772
3511757,6649,8772
2159986,1488,5361
5470510,9864,10544
2267784,5087,5997
1558384,4552,9096
9767246,2701,2994
5235163,5913,9868
6710245,6284,9698
4158530,7649,10937
3325636,4395,7795
7947082,8204,8329
6861153,5565,6877
1541314,9624,13232
6816095,6416,10441
5040500,2671,6097
4983703,8426,13380
6666773,7280,8740
7596493,4053,7697
6169907,3570,5350
2744842,1166,3331
9928993,5034,5989
5914404,4357,8801
2221391,2557,5004
7418088,2924,7809
1759129,549,1214
8866699,1515,4556
3821942,3349,4100
2882220,2398,4020
4776593,2361,4386
7020056,5665,7731
9578387,888,2179
3107373,1117,2394
5973039,1086,2488
2205707,3319,6704
5775888,584,3843
3789022,6530,11037
1158025,621,1959
4976879,8759,10357
9802857,6570,9605
6964648,403,957
7054216,4748,9112
8086048,4681,5193
2943465,8356,8371
6778323,9221,13503
1575133,805,2576
4512225,6913,8742
5620218,5125,5509
5370548,1965,3790
7189558,2657,5629
8931670,7684,10265
1591916,5844,9529
4827781,5353,6385
5136942,6569,7128
7695571,1757,5143
3285221,7799,8448
4612841,8023,12499
6897385,7128,10870
8510001,7022,10547
1507501,7282,7919
4172025,7378,8392
2807947,608,4294
5355539,5265,7875
8635853,2455,5617
1726174,4852,7888
2667350,5129,6088
1458798,1748,6515
3510839,2984,6268
9216759,7208,7312
2113961,4322,7556
8888277,5212,7315
7456025,1792,2438
4936108,9016,10992
9047381,1813,5217
2186361,3295,5230
9797237,6766,10727
8264532,9720,13024
8493625,2506,6547
8436430,9594,13906
6703018,5678,6229
1679537,8699,12737
4868114,1529,3019
9187769,1159,3282
9584496,7471,10227
2540996,2535,6176
7478875,4806,6022
9274348,2235,6753
8113945,5895,9225
1008290,9013,9689
5947047,2162,6474
4033489,6767,10840
8238868,3937,5388
3746903,6327,10416
2807797,7957,8409
2289278,4811,7638
9929620,4075,8430
4356704,542,1652
2395397,5452,6255
3307037,2432,6082
7987828,2535,3402
8163617,2129,3142
4667851,40,4951
6849280,6587,8891
7645993,6582,9641
8477452,7102,9221
4471751,6730,7694
9880214,5698,8083
9949021,2889,7639
8642020,7476,8924
9279792,4629,5910
3315329,3256,3377
7397387,480,3016
2849369,2146,6184
6388452,4532,5869
7623445,3427,5215
3551359,4046,7492
8657713,8643,11134
2967858,8221,12216
9951487,8784,13749
1420764,7776,12034
9711605,9560,13838
2487165,7248,7647
5476934,1068,5850
5071401,1805,4058
4005133,7535,10918
5252657,409,1468
2181450,8378,10678
3395980,2526,5400
4396088,5850,6351
5511274,5984,9791
2965781,1361,6258
7984246,1198,5386
4946874,4935,8582
3762271,3714,5922
6184954,8591,12265
3486688,9652,11383
2518708,9000,9323
2673763,5189,9609
4579239,9823,11701
3339307,8715,10731
5096624,7019,9849
2819643,2316,7245
9570503,1131,2291
9760245,2596,3995
9813312,4861,6258
3703753,894,1742
1074682,1122,3285
6651679,6031,9056
7621434,6582,9674
1994180,7585,8378
1813104,3154,3494
8957650,3526,6314
7336704,6223,6798
7811028,700,3793
2161926,9643,12245
9402483,4018,8608
4419080,4868,8597
6216756,2369,2866
1848765,8268,10795
3675964,9239,11518
4794315,8229,9711
4461511,5103,6295
6235534,8909,11107
6470235,8080,8750
1415199,841,885
6566466,9305,10150
5049059,1426,3112
2850172,3427,3574
2022378,6839,7343
1575687,8502,11987
3530578,4135,5037
8051947,5929,7001
4754135,5847,6399
8214805,9516,13207
8621201,4015,7270
5865565,7059,8885
7554824,2485,4249
8691644,6404,7137
1757425,3813,8341
6282467,9526,10000
3107391,6821,6963
6127590,2433,7406
5066222,3482,3921
6345802,6453,8472
4588574,301,518
9604826,9291,12090
8283934,6434,6946
5350154,6270,8011
6417351,3846,7302
